date,customer_id,product,price,quantity,coupon_code,shipping_city
2025-09-18,C1001,Hoodie,50.63,1,NONE,Hamilton
2026-03-10,C1089,Water Bottle,27.0,1,SAVE10,Waterloo
2026-04-29,C1009,Coffee Maker,90.08,1,SAVE10,Ottawa
2026-03-07,C1096,Backpack,53.25,2,SAVE20,Mississauga
2025-03-24,C1139,Desk Lamp,38.55,4,NONE,Kitchener
2025-07-02,C1138,Running Shoes,129.48,3,SAVE10,Mississauga
2025-08-17,C1001,Coffee Maker,88.0,2,FREESHIP,Toronto
2026-07-12,C1109,Smartphone,631.51,4,FREESHIP,Mississauga
2025-12-21,C1040,Headphones,86.48,2,NONE,Ottawa
2026-03-06,C1005,Headphones,73.45,1,SAVE10,Hamilton
2025-02-04,C1115,Headphones,77.1,1,SAVE10,Toronto
2026-03-26,C1060,Headphones,87.19,1,NONE,Hamilton
2025-10-24,C1060,Laptop,981.1,2,WELCOME10,London
2025-11-25,C1061,Water Bottle,25.36,5,FREESHIP,Ottawa
2026-02-28,C1077,Keyboard,61.57,5,SAVE20,Ottawa
2025-06-29,C1110,Laptop,890.71,5,WELCOME10,Brampton
2026-01-26,C1135,Laptop,862.77,3,FREESHIP,London
2025-06-02,C1077,Hoodie,53.11,4,NONE,Mississauga
2025-09-04,C1058,Keyboard,62.06,5,NONE,Ottawa
2025-03-01,C1144,Hoodie,57.77,2,NONE,Mississauga
2025-05-18,C1100,Backpack,52.91,5,WELCOME10,Hamilton
2025-03-22,C1116,Smartphone,740.54,2,SAVE15,London
2025-07-15,C1014,Wireless Mouse,27.54,5,FREESHIP,Ottawa
2025-02-10,C1019,Backpack,49.93,5,WELCOME10,Hamilton
2026-05-06,C1054,Water Bottle,22.78,5,SAVE20,London
2025-07-14,C1031,Smartphone,706.92,1,SAVE20,Brampton
2025-07-29,C1102,Headphones,79.05,5,FREESHIP,Hamilton
2026-01-25,C1120,Coffee Maker,96.97,3,SAVE15,London
2026-06-10,C1128,Smartphone,679.12,3,SAVE15,Brampton
2025-07-28,C1095,Wireless Mouse,27.69,4,SAVE15,London
2025-08-15,C1038,Backpack,46.42,1,WELCOME10,Toronto
2026-08-17,C1107,Smartphone,736.6,5,WELCOME10,Ottawa
2025-08-24,C1098,Keyboard,61.41,2,SAVE15,Hamilton
2025-12-12,C1066,Desk Lamp,36.8,5,FREESHIP,Brampton
2025-06-22,C1091,Hoodie,50.42,4,NONE,Kitchener
2025-07-08,C1139,Keyboard,62.4,5,NONE,Toronto
2025-02-19,C1002,Coffee Maker,82.3,1,SAVE10,Mississauga
2025-06-04,C1003,Keyboard,63.85,2,SAVE10,Hamilton
2025-03-03,C1124,Coffee Maker,93.7,4,SAVE15,Brampton
2026-07-19,C1106,Laptop,824.63,1,WELCOME10,Toronto
2025-10-09,C1138,Laptop,825.26,5,FREESHIP,Ottawa
2026-03-17,C1046,Laptop,987.58,5,FREESHIP,Waterloo
2025-09-04,C1050,Wireless Mouse,29.24,5,SAVE20,Ottawa
2025-03-22,C1096,USB Cable,14.6,3,NONE,Mississauga
2025-08-20,C1077,Desk Lamp,42.49,5,SAVE20,Waterloo
2026-02-20,C1098,Running Shoes,130.72,1,SAVE10,Mississauga
2025-01-10,C1044,Coffee Maker,98.74,4,SAVE10,Waterloo
2025-12-06,C1145,Desk Lamp,42.02,4,FREESHIP,Waterloo
2025-08-05,C1146,Coffee Maker,87.76,1,SAVE20,Brampton
2025-10-15,C1140,Smartphone,641.68,1,SAVE10,Toronto
2025-08-01,C1037,Keyboard,63.32,3,SAVE10,Mississauga
2026-08-01,C1062,Wireless Mouse,30.34,3,SAVE20,Mississauga
2026-01-29,C1036,Running Shoes,118.17,5,SAVE15,Waterloo
2025-04-11,C1112,Coffee Maker,97.3,3,SAVE10,Hamilton
2026-02-11,C1084,Wireless Mouse,27.66,3,WELCOME10,Toronto
2026-05-18,C1059,Running Shoes,119.81,3,NONE,London
2025-07-10,C1150,Coffee Maker,81.2,4,NONE,Mississauga
2025-09-10,C1019,Wireless Mouse,29.8,5,SAVE15,Waterloo
2025-06-07,C1100,Smartphone,637.87,2,NONE,London
2025-01-06,C1079,USB Cable,13.85,1,SAVE10,Brampton
2025-05-16,C1023,USB Cable,13.84,3,SAVE10,Kitchener
2026-07-23,C1132,Backpack,51.48,4,WELCOME10,Mississauga
2025-12-29,C1142,Wireless Mouse,31.47,1,SAVE10,Waterloo
2026-01-30,C1004,Water Bottle,25.41,5,SAVE15,Ottawa
2026-07-27,C1063,Backpack,54.61,4,SAVE10,Kitchener
2025-05-23,C1069,Running Shoes,116.99,4,SAVE20,Ottawa
2025-03-06,C1043,Smartphone,669.99,4,SAVE20,Mississauga
2026-05-11,C1020,Smartphone,751.59,4,SAVE15,London
2026-05-23,C1051,Smartphone,661.29,2,FREESHIP,Brampton
2025-01-07,C1102,Wireless Mouse,32.77,2,SAVE15,London
2026-03-27,C1086,Water Bottle,22.55,4,SAVE15,Mississauga
2025-11-04,C1083,Running Shoes,131.27,5,SAVE20,Hamilton
2026-02-12,C1082,Desk Lamp,36.34,3,SAVE20,Ottawa
2025-09-06,C1084,Hoodie,59.29,4,WELCOME10,Mississauga
2025-04-27,C1145,Smartphone,703.87,4,SAVE15,Hamilton
2026-07-18,C1007,Water Bottle,27.45,5,SAVE20,Brampton
2025-10-26,C1018,Hoodie,50.3,2,NONE,Mississauga
2025-11-07,C1062,Running Shoes,121.28,4,SAVE20,Ottawa
2026-03-10,C1097,Running Shoes,131.25,2,FREESHIP,Waterloo
2026-08-20,C1103,Desk Lamp,40.17,5,NONE,Mississauga
2026-07-04,C1022,Coffee Maker,92.32,1,SAVE15,Waterloo
2025-02-15,C1145,Headphones,83.12,3,SAVE20,Mississauga
2025-01-11,C1026,USB Cable,14.85,4,SAVE10,Ottawa
2026-06-16,C1143,Headphones,82.03,5,FREESHIP,Hamilton
2026-04-20,C1129,Desk Lamp,40.66,3,NONE,Kitchener
2025-04-18,C1076,USB Cable,16.19,1,NONE,Mississauga
2025-05-26,C1090,Wireless Mouse,27.26,1,FREESHIP,Ottawa
2026-06-18,C1124,USB Cable,14.33,4,SAVE20,London
2026-04-09,C1082,Desk Lamp,43.59,1,NONE,Waterloo
2025-04-28,C1006,Smartphone,754.63,1,FREESHIP,London
2025-06-18,C1063,Running Shoes,118.93,1,FREESHIP,Kitchener
2026-07-28,C1110,Coffee Maker,92.15,2,SAVE15,Brampton
2025-07-08,C1048,Headphones,76.43,4,FREESHIP,Mississauga
2025-07-22,C1116,Backpack,46.87,1,FREESHIP,Mississauga
2025-08-08,C1053,Backpack,49.63,1,FREESHIP,Ottawa
2025-04-15,C1138,Hoodie,53.38,1,WELCOME10,Kitchener
2026-04-14,C1030,USB Cable,15.24,3,SAVE20,Ottawa
2025-11-17,C1100,Running Shoes,109.86,4,WELCOME10,Mississauga
2025-12-27,C1118,Water Bottle,27.36,1,SAVE15,Kitchener
2026-08-28,C1022,Running Shoes,131.66,3,WELCOME10,Kitchener
2025-08-09,C1087,USB Cable,13.96,3,SAVE20,Waterloo
2025-11-19,C1055,Wireless Mouse,28.09,2,WELCOME10,Brampton
2026-07-07,C1136,Keyboard,63.41,3,SAVE20,toronto
