date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_percent,gross_total,discount_amount,net_revenue,days_since_purchase,municipality_name,municipal_status,municipal_structure
2026-02-22,C1072,Running Shoes,108.21,1.0,NONE,Toronto,0,108.21,0.0,108.21,190,Toronto,City,Single-tier
2026-03-31,C1114,Hoodie,50.61,3.0,SAVE20,Hamilton,20,151.82999999999998,30.366,121.46399999999998,153,Hamilton,City,Single-tier
2026-01-12,C1140,USB Cable,15.48,1.0,FREESHIP,London,0,15.48,0.0,15.48,231,London,City,Single-tier
2025-07-14,C1032,Laptop,810.9,4.0,SAVE15,Brampton,15,3243.6,486.53999999999996,2757.06,413,Brampton,City,Lower-tier
2025-01-22,C1013,Wireless Mouse,27.96,2.0,FREESHIP,London,0,55.92,0.0,55.92,586,London,City,Single-tier
2025-07-30,C1018,Headphones,80.77,2.0,WELCOME10,Hamilton,10,161.54,16.154,145.386,397,Hamilton,City,Single-tier
2025-12-03,C1038,Water Bottle,25.95,2.0,SAVE20,Toronto,20,51.9,10.38,41.519999999999996,271,Toronto,City,Single-tier
2026-07-08,C1065,Smartphone,721.26,2.0,SAVE20,Kitchener,20,1442.52,288.504,1154.016,54,Kitchener,City,Lower-tier
2025-01-16,C1092,Wireless Mouse,28.34,1.0,SAVE20,Hamilton,20,28.34,5.668,22.672,592,Hamilton,City,Single-tier
2025-06-28,C1068,Water Bottle,26.05,3.0,SAVE10,Toronto,10,78.15,7.815000000000001,70.33500000000001,429,Toronto,City,Single-tier
2025-04-27,C1017,Keyboard,56.84,4.0,WELCOME10,Brampton,10,227.36,22.736000000000004,204.62400000000002,491,Brampton,City,Lower-tier
2026-08-31,C1028,Desk Lamp,38.59,3.0,WELCOME10,Brampton,10,115.77000000000001,11.577000000000002,104.19300000000001,0,Brampton,City,Lower-tier
2025-02-14,C1134,Coffee Maker,94.43,2.0,WELCOME10,Ottawa,10,188.86,18.886000000000003,169.97400000000002,563,Ottawa,City,Single-tier
2026-05-06,C1103,Desk Lamp,41.19,1.0,SAVE10,Mississauga,10,41.19,4.119,37.071,117,Mississauga,City,Lower-tier
2026-03-31,C1019,Running Shoes,128.37,1.0,NONE,Waterloo,0,128.37,0.0,128.37,153,Waterloo,City,Lower-tier
2025-03-09,C1033,USB Cable,15.46,5.0,SAVE20,Ottawa,20,77.30000000000001,15.460000000000003,61.84000000000001,540,Ottawa,City,Single-tier
2025-11-29,C1098,Water Bottle,25.33,5.0,WELCOME10,Ottawa,10,126.64999999999999,12.665,113.98499999999999,275,Ottawa,City,Single-tier
2026-03-17,C1026,Desk Lamp,36.74,5.0,WELCOME10,Waterloo,10,183.70000000000002,18.37,165.33,167,Waterloo,City,Lower-tier
2025-08-09,C1111,Running Shoes,116.82,5.0,FREESHIP,Brampton,0,584.0999999999999,0.0,584.0999999999999,387,Brampton,City,Lower-tier
2026-04-10,C1103,Headphones,76.23,4.0,SAVE15,Mississauga,15,304.92,45.738,259.182,143,Mississauga,City,Lower-tier
2026-03-14,C1081,Hoodie,52.17,1.0,SAVE15,Ottawa,15,52.17,7.8255,44.344500000000004,170,Ottawa,City,Single-tier
2026-05-01,C1018,USB Cable,16.41,2.0,FREESHIP,Waterloo,0,32.82,0.0,32.82,122,Waterloo,City,Lower-tier
2025-04-09,C1096,Wireless Mouse,29.35,1.0,NONE,Kitchener,0,29.35,0.0,29.35,509,Kitchener,City,Lower-tier
2026-07-30,C1144,Coffee Maker,97.05,1.0,WELCOME10,London,10,97.05,9.705,87.345,32,London,City,Single-tier
2025-12-29,C1109,Running Shoes,123.14,1.0,NONE,Toronto,0,123.14,0.0,123.14,245,Toronto,City,Single-tier
2025-12-27,C1027,Smartphone,741.26,5.0,SAVE15,Hamilton,15,3706.3,555.945,3150.355,247,Hamilton,City,Single-tier
2025-04-21,C1090,Keyboard,60.02,4.0,SAVE20,London,20,240.08,48.016000000000005,192.06400000000002,497,London,City,Single-tier
2025-08-20,C1110,Wireless Mouse,30.45,3.0,WELCOME10,Toronto,10,91.35,9.135,82.21499999999999,376,Toronto,City,Single-tier
2025-07-04,C1070,Water Bottle,24.95,3.0,SAVE10,Ottawa,10,74.85,7.484999999999999,67.365,423,Ottawa,City,Single-tier
2025-07-05,C1037,USB Cable,14.08,3.0,SAVE10,Mississauga,10,42.24,4.224,38.016000000000005,422,Mississauga,City,Lower-tier
2025-02-01,C1024,Wireless Mouse,31.32,2.0,FREESHIP,Hamilton,0,62.64,0.0,62.64,576,Hamilton,City,Single-tier
2025-12-16,C1041,Backpack,47.8,4.0,NONE,London,0,191.2,0.0,191.2,258,London,City,Single-tier
2025-03-28,C1014,Smartphone,633.4,3.0,WELCOME10,Kitchener,10,1900.1999999999998,190.01999999999998,1710.1799999999998,521,Kitchener,City,Lower-tier
2025-03-25,C1070,Keyboard,61.74,5.0,SAVE10,Brampton,10,308.7,30.87,277.83,524,Brampton,City,Lower-tier
2026-03-29,C1107,Running Shoes,112.24,4.0,NONE,Ottawa,0,448.96,0.0,448.96,155,Ottawa,City,Single-tier
2025-12-20,C1111,Headphones,87.04,5.0,SAVE10,Waterloo,10,435.20000000000005,43.52000000000001,391.68000000000006,254,Waterloo,City,Lower-tier
2026-06-24,C1079,Smartphone,763.54,5.0,NONE,Toronto,0,3817.7,0.0,3817.7,68,Toronto,City,Single-tier
2025-02-26,C1002,Headphones,86.63,4.0,WELCOME10,Hamilton,10,346.52,34.652,311.868,551,Hamilton,City,Single-tier
2025-09-19,C1075,Smartphone,681.81,2.0,SAVE20,London,20,1363.62,272.724,1090.896,346,London,City,Single-tier
2026-03-17,C1045,Wireless Mouse,27.08,1.0,NONE,Kitchener,0,27.08,0.0,27.08,167,Kitchener,City,Lower-tier
2025-08-24,C1129,Backpack,54.27,5.0,FREESHIP,London,0,271.35,0.0,271.35,372,London,City,Single-tier
2025-02-13,C1112,Wireless Mouse,29.56,4.0,FREESHIP,Toronto,0,118.24,0.0,118.24,564,Toronto,City,Single-tier
2026-08-13,C1110,Desk Lamp,43.72,1.0,SAVE15,Mississauga,15,43.72,6.558,37.162,18,Mississauga,City,Lower-tier
2025-04-28,C1104,Hoodie,60.09,4.0,SAVE15,Toronto,15,240.36,36.054,204.306,490,Toronto,City,Single-tier
2026-04-17,C1093,USB Cable,16.05,2.0,WELCOME10,Waterloo,10,32.1,3.2100000000000004,28.89,136,Waterloo,City,Lower-tier
2026-03-23,C1103,Backpack,47.93,1.0,SAVE20,Waterloo,20,47.93,9.586,38.344,161,Waterloo,City,Lower-tier
2025-12-14,C1057,Backpack,48.84,3.0,FREESHIP,London,0,146.52,0.0,146.52,260,London,City,Single-tier
2025-04-27,C1136,Keyboard,64.2,1.0,WELCOME10,Hamilton,10,64.2,6.420000000000001,57.78,491,Hamilton,City,Single-tier
2025-06-01,C1061,USB Cable,14.44,3.0,FREESHIP,Waterloo,0,43.32,0.0,43.32,456,Waterloo,City,Lower-tier
2025-06-27,C1040,Keyboard,56.02,3.0,SAVE20,Waterloo,20,168.06,33.612,134.448,430,Waterloo,City,Lower-tier
2026-08-01,C1149,Keyboard,60.67,4.0,NONE,Brampton,0,242.68,0.0,242.68,30,Brampton,City,Lower-tier
2025-11-27,C1081,Running Shoes,130.46,5.0,FREESHIP,Kitchener,0,652.3000000000001,0.0,652.3000000000001,277,Kitchener,City,Lower-tier
2026-03-29,C1078,Desk Lamp,41.56,1.0,NONE,Ottawa,0,41.56,0.0,41.56,155,Ottawa,City,Single-tier
2026-06-04,C1019,Water Bottle,25.34,1.0,SAVE15,Ottawa,15,25.34,3.8009999999999997,21.539,88,Ottawa,City,Single-tier
2025-02-28,C1095,Desk Lamp,36.77,4.0,SAVE10,Ottawa,10,147.08,14.708000000000002,132.372,549,Ottawa,City,Single-tier
2026-06-04,C1099,Wireless Mouse,30.68,1.0,WELCOME10,Brampton,10,30.68,3.068,27.612,88,Brampton,City,Lower-tier
2025-02-12,C1116,Water Bottle,27.44,5.0,FREESHIP,Hamilton,0,137.20000000000002,0.0,137.20000000000002,565,Hamilton,City,Single-tier
2026-05-29,C1039,USB Cable,13.91,5.0,NONE,Toronto,0,69.55,0.0,69.55,94,Toronto,City,Single-tier
2025-03-28,C1130,Desk Lamp,40.14,1.0,SAVE15,Kitchener,15,40.14,6.021,34.119,521,Kitchener,City,Lower-tier
2026-03-25,C1113,Laptop,967.92,2.0,FREESHIP,Kitchener,0,1935.84,0.0,1935.84,159,Kitchener,City,Lower-tier
2026-02-01,C1105,USB Cable,15.71,3.0,SAVE15,London,15,47.13,7.069500000000001,40.060500000000005,211,London,City,Single-tier
2025-12-09,C1017,Running Shoes,124.72,5.0,SAVE10,London,10,623.6,62.36000000000001,561.24,265,London,City,Single-tier
2026-01-31,C1073,Wireless Mouse,31.2,5.0,FREESHIP,Ottawa,0,156.0,0.0,156.0,212,Ottawa,City,Single-tier
2025-12-08,C1021,Hoodie,53.44,5.0,SAVE20,Kitchener,20,267.2,53.44,213.76,266,Kitchener,City,Lower-tier
2026-02-06,C1034,USB Cable,14.37,3.0,FREESHIP,Waterloo,0,43.11,0.0,43.11,206,Waterloo,City,Lower-tier
2025-12-03,C1033,Smartphone,743.3,5.0,NONE,Waterloo,0,3716.5,0.0,3716.5,271,Waterloo,City,Lower-tier
2026-01-06,C1005,Running Shoes,127.43,4.0,WELCOME10,London,10,509.72,50.97200000000001,458.74800000000005,237,London,City,Single-tier
2025-12-16,C1125,Smartphone,751.38,2.0,SAVE20,Hamilton,20,1502.76,300.552,1202.208,258,Hamilton,City,Single-tier
2025-03-21,C1076,Headphones,86.6,2.0,SAVE20,Waterloo,20,173.2,34.64,138.56,528,Waterloo,City,Lower-tier
2026-06-24,C1010,Coffee Maker,90.19,5.0,FREESHIP,London,0,450.95,0.0,450.95,68,London,City,Single-tier
2026-01-21,C1040,Water Bottle,25.0,2.0,WELCOME10,Kitchener,10,50.0,5.0,45.0,222,Kitchener,City,Lower-tier
2026-03-25,C1012,Keyboard,63.57,5.0,SAVE20,Mississauga,20,317.85,63.57000000000001,254.28000000000003,159,Mississauga,City,Lower-tier
2025-10-19,C1115,USB Cable,15.44,2.0,NONE,Hamilton,0,30.88,0.0,30.88,316,Hamilton,City,Single-tier
2026-04-26,C1050,Coffee Maker,93.62,2.0,SAVE15,London,15,187.24,28.086000000000002,159.154,127,London,City,Single-tier
2026-04-18,C1073,Running Shoes,127.09,5.0,NONE,Mississauga,0,635.45,0.0,635.45,135,Mississauga,City,Lower-tier
2025-06-15,C1052,Coffee Maker,97.01,5.0,NONE,Kitchener,0,485.05,0.0,485.05,442,Kitchener,City,Lower-tier
2026-05-08,C1096,Smartphone,677.31,1.0,FREESHIP,Waterloo,0,677.31,0.0,677.31,115,Waterloo,City,Lower-tier
2025-10-19,C1022,Hoodie,53.62,5.0,SAVE10,Kitchener,10,268.09999999999997,26.81,241.28999999999996,316,Kitchener,City,Lower-tier
2025-05-31,C1112,Smartphone,643.15,4.0,WELCOME10,Waterloo,10,2572.6,257.26,2315.34,457,Waterloo,City,Lower-tier
2025-01-28,C1107,Headphones,81.24,4.0,SAVE15,Toronto,15,324.96,48.74399999999999,276.216,580,Toronto,City,Single-tier
2025-08-30,C1099,Backpack,45.35,5.0,SAVE15,Waterloo,15,226.75,34.012499999999996,192.7375,366,Waterloo,City,Lower-tier
2025-11-23,C1026,USB Cable,14.89,2.0,SAVE10,London,10,29.78,2.978,26.802,281,London,City,Single-tier
2025-10-21,C1121,Keyboard,60.5,2.0,SAVE10,Kitchener,10,121.0,12.100000000000001,108.9,314,Kitchener,City,Lower-tier
2025-01-06,C1021,Hoodie,52.64,4.0,NONE,Toronto,0,210.56,0.0,210.56,602,Toronto,City,Single-tier
2026-07-16,C1136,Smartphone,712.71,2.0,SAVE20,Mississauga,20,1425.42,285.084,1140.336,46,Mississauga,City,Lower-tier
2025-11-05,C1032,Wireless Mouse,27.17,3.0,SAVE20,Toronto,20,81.51,16.302000000000003,65.208,299,Toronto,City,Single-tier
2026-04-14,C1017,Headphones,72.59,4.0,FREESHIP,Waterloo,0,290.36,0.0,290.36,139,Waterloo,City,Lower-tier
2025-01-17,C1132,Desk Lamp,42.57,5.0,WELCOME10,Hamilton,10,212.85,21.285,191.565,591,Hamilton,City,Single-tier
2026-03-16,C1001,Hoodie,53.45,2.0,SAVE15,London,15,106.9,16.035,90.86500000000001,168,London,City,Single-tier
2025-07-11,C1022,Headphones,74.02,5.0,NONE,London,0,370.09999999999997,0.0,370.09999999999997,416,London,City,Single-tier
2026-06-04,C1130,Wireless Mouse,30.12,5.0,WELCOME10,Toronto,10,150.6,15.06,135.54,88,Toronto,City,Single-tier
2026-02-01,C1096,Backpack,52.69,4.0,SAVE10,Ottawa,10,210.76,21.076,189.684,211,Ottawa,City,Single-tier
2025-03-11,C1089,Hoodie,51.86,1.0,SAVE15,Hamilton,15,51.86,7.779,44.081,538,Hamilton,City,Single-tier
2025-12-07,C1035,Hoodie,56.34,1.0,WELCOME10,Toronto,10,56.34,5.634,50.706,267,Toronto,City,Single-tier
2025-06-29,C1119,USB Cable,13.75,5.0,SAVE15,Brampton,15,68.75,10.3125,58.4375,428,Brampton,City,Lower-tier
2025-03-06,C1118,Running Shoes,109.23,2.0,SAVE20,Toronto,20,218.46,43.69200000000001,174.768,543,Toronto,City,Single-tier
2025-07-24,C1011,Smartphone,704.38,2.0,SAVE10,London,10,1408.76,140.876,1267.884,403,London,City,Single-tier
2026-07-11,C1122,Smartphone,705.68,5.0,NONE,Ottawa,0,3528.3999999999996,0.0,3528.3999999999996,51,Ottawa,City,Single-tier
2026-01-01,C1013,Laptop,924.73,2.0,SAVE15,London,15,1849.46,277.419,1572.0410000000002,242,London,City,Single-tier
2026-03-24,C1103,Smartphone,731.64,1.0,SAVE15,Brampton,15,731.64,109.746,621.894,160,Brampton,City,Lower-tier
2026-05-24,C1128,Backpack,54.75,3.0,SAVE20,London,20,164.25,32.85,131.4,99,London,City,Single-tier
2026-03-11,C1021,Coffee Maker,90.28,3.0,SAVE10,Mississauga,10,270.84000000000003,27.084000000000003,243.75600000000003,173,Mississauga,City,Lower-tier
2025-10-28,C1083,Water Bottle,24.11,2.0,WELCOME10,Waterloo,10,48.22,4.822,43.397999999999996,307,Waterloo,City,Lower-tier
2025-10-30,C1079,Wireless Mouse,31.76,3.0,FREESHIP,Brampton,0,95.28,0.0,95.28,305,Brampton,City,Lower-tier
2026-03-31,C1090,Water Bottle,23.84,4.0,SAVE20,Brampton,20,95.36,19.072,76.288,153,Brampton,City,Lower-tier
2026-03-22,C1071,Laptop,889.0,3.0,WELCOME10,Toronto,10,2667.0,266.7,2400.3,162,Toronto,City,Single-tier
2026-06-10,C1041,Wireless Mouse,27.46,4.0,SAVE15,Toronto,15,109.84,16.476,93.364,82,Toronto,City,Single-tier
2026-03-25,C1009,Keyboard,54.3,5.0,FREESHIP,Kitchener,0,271.5,0.0,271.5,159,Kitchener,City,Lower-tier
2026-01-11,C1093,Wireless Mouse,32.76,2.0,FREESHIP,Mississauga,0,65.52,0.0,65.52,232,Mississauga,City,Lower-tier
2025-06-07,C1116,Water Bottle,26.67,1.0,WELCOME10,London,10,26.67,2.6670000000000003,24.003,450,London,City,Single-tier
2026-08-11,C1036,USB Cable,15.58,4.0,SAVE10,London,10,62.32,6.232,56.088,20,London,City,Single-tier
2025-10-13,C1064,Backpack,49.08,3.0,FREESHIP,Waterloo,0,147.24,0.0,147.24,322,Waterloo,City,Lower-tier
2026-06-15,C1100,Laptop,841.18,2.0,NONE,Waterloo,0,1682.36,0.0,1682.36,77,Waterloo,City,Lower-tier
2026-04-02,C1055,Smartphone,651.89,3.0,FREESHIP,Ottawa,0,1955.67,0.0,1955.67,151,Ottawa,City,Single-tier
2025-05-06,C1035,Hoodie,52.24,4.0,SAVE20,Waterloo,20,208.96,41.792,167.168,482,Waterloo,City,Lower-tier
2026-04-01,C1023,Desk Lamp,40.38,2.0,FREESHIP,London,0,80.76,0.0,80.76,152,London,City,Single-tier
2025-03-08,C1141,Running Shoes,125.14,3.0,FREESHIP,Ottawa,0,375.42,0.0,375.42,541,Ottawa,City,Single-tier
2025-06-28,C1093,Smartphone,722.42,2.0,FREESHIP,Hamilton,0,1444.84,0.0,1444.84,429,Hamilton,City,Single-tier
2025-08-31,C1127,Wireless Mouse,28.67,2.0,SAVE20,Toronto,20,57.34,11.468000000000002,45.872,365,Toronto,City,Single-tier
2026-01-13,C1120,USB Cable,16.35,5.0,WELCOME10,Kitchener,10,81.75,8.175,73.575,230,Kitchener,City,Lower-tier
2025-11-13,C1102,Water Bottle,26.18,1.0,SAVE10,Brampton,10,26.18,2.6180000000000003,23.561999999999998,291,Brampton,City,Lower-tier
2026-08-12,C1019,Coffee Maker,90.97,4.0,NONE,Kitchener,0,363.88,0.0,363.88,19,Kitchener,City,Lower-tier
2026-04-23,C1133,USB Cable,15.32,1.0,NONE,London,0,15.32,0.0,15.32,130,London,City,Single-tier
2026-08-25,C1047,Keyboard,59.03,5.0,FREESHIP,Kitchener,0,295.15,0.0,295.15,6,Kitchener,City,Lower-tier
2025-05-08,C1133,Backpack,47.47,5.0,SAVE10,Kitchener,10,237.35,23.735,213.615,480,Kitchener,City,Lower-tier
2025-11-27,C1058,Smartphone,679.83,2.0,SAVE20,London,20,1359.66,271.932,1087.728,277,London,City,Single-tier
2025-09-14,C1051,Coffee Maker,94.63,3.0,SAVE10,Ottawa,10,283.89,28.389,255.50099999999998,351,Ottawa,City,Single-tier
2026-07-01,C1024,Keyboard,54.16,3.0,WELCOME10,Kitchener,10,162.48,16.248,146.232,61,Kitchener,City,Lower-tier
2025-06-25,C1087,Water Bottle,23.07,5.0,SAVE20,Toronto,20,115.35,23.07,92.28,432,Toronto,City,Single-tier
2026-08-14,C1068,Laptop,818.27,1.0,SAVE10,Hamilton,10,818.27,81.827,736.443,17,Hamilton,City,Single-tier
2025-02-01,C1128,Water Bottle,22.69,4.0,WELCOME10,Ottawa,10,90.76,9.076,81.684,576,Ottawa,City,Single-tier
2025-09-08,C1104,Running Shoes,128.52,3.0,NONE,Ottawa,0,385.56000000000006,0.0,385.56000000000006,357,Ottawa,City,Single-tier
2025-03-03,C1041,Desk Lamp,41.62,1.0,FREESHIP,Brampton,0,41.62,0.0,41.62,546,Brampton,City,Lower-tier
2025-07-28,C1088,Backpack,49.73,4.0,NONE,Kitchener,0,198.92,0.0,198.92,399,Kitchener,City,Lower-tier
2025-12-20,C1103,USB Cable,13.78,3.0,FREESHIP,Kitchener,0,41.339999999999996,0.0,41.339999999999996,254,Kitchener,City,Lower-tier
2025-04-19,C1082,USB Cable,14.96,5.0,WELCOME10,Hamilton,10,74.80000000000001,7.480000000000001,67.32000000000001,499,Hamilton,City,Single-tier
2026-04-06,C1064,Desk Lamp,39.78,1.0,SAVE15,Kitchener,15,39.78,5.967,33.813,147,Kitchener,City,Lower-tier
2026-01-29,C1108,Wireless Mouse,28.03,1.0,SAVE15,Hamilton,15,28.03,4.2045,23.8255,214,Hamilton,City,Single-tier
2025-11-17,C1049,Keyboard,59.2,3.0,WELCOME10,Kitchener,10,177.60000000000002,17.76,159.84000000000003,287,Kitchener,City,Lower-tier
2026-05-26,C1079,Desk Lamp,39.18,5.0,NONE,Brampton,0,195.9,0.0,195.9,97,Brampton,City,Lower-tier
2026-06-02,C1118,Laptop,920.84,1.0,NONE,Hamilton,0,920.84,0.0,920.84,90,Hamilton,City,Single-tier
2025-02-19,C1013,Headphones,82.15,5.0,SAVE15,Ottawa,15,410.75,61.6125,349.1375,558,Ottawa,City,Single-tier
2026-04-27,C1074,Desk Lamp,36.35,5.0,FREESHIP,Toronto,0,181.75,0.0,181.75,126,Toronto,City,Single-tier
2025-09-28,C1094,Wireless Mouse,29.24,4.0,SAVE20,Mississauga,20,116.96,23.392,93.568,337,Mississauga,City,Lower-tier
2025-02-22,C1146,USB Cable,15.37,1.0,NONE,Hamilton,0,15.37,0.0,15.37,555,Hamilton,City,Single-tier
2025-03-17,C1099,USB Cable,15.0,5.0,SAVE15,Brampton,15,75.0,11.25,63.75,532,Brampton,City,Lower-tier
2025-05-02,C1033,Coffee Maker,96.41,3.0,WELCOME10,Waterloo,10,289.23,28.923000000000002,260.307,486,Waterloo,City,Lower-tier
2026-07-26,C1094,Backpack,51.58,3.0,SAVE15,Kitchener,15,154.74,23.211000000000002,131.529,36,Kitchener,City,Lower-tier
2026-02-16,C1129,Headphones,74.6,5.0,WELCOME10,Toronto,10,373.0,37.300000000000004,335.7,196,Toronto,City,Single-tier
2025-12-08,C1122,Laptop,822.69,1.0,SAVE20,Brampton,20,822.69,164.538,658.152,266,Brampton,City,Lower-tier
2025-05-24,C1084,Keyboard,61.7,5.0,WELCOME10,London,10,308.5,30.85,277.65,464,London,City,Single-tier
2025-11-03,C1087,Keyboard,54.31,4.0,WELCOME10,Brampton,10,217.24,21.724000000000004,195.51600000000002,301,Brampton,City,Lower-tier
2026-05-02,C1005,Hoodie,55.93,5.0,SAVE15,London,15,279.65,41.9475,237.7025,121,London,City,Single-tier
2026-08-21,C1079,USB Cable,16.31,1.0,NONE,Toronto,0,16.31,0.0,16.31,10,Toronto,City,Single-tier
2026-08-16,C1148,Water Bottle,25.37,4.0,SAVE15,Hamilton,15,101.48,15.222,86.25800000000001,15,Hamilton,City,Single-tier
2026-05-07,C1044,Hoodie,53.76,1.0,WELCOME10,Mississauga,10,53.76,5.376,48.384,116,Mississauga,City,Lower-tier
2026-08-10,C1029,Keyboard,61.71,2.0,SAVE10,Hamilton,10,123.42,12.342,111.078,21,Hamilton,City,Single-tier
2026-03-05,C1039,Laptop,892.48,4.0,SAVE15,Mississauga,15,3569.92,535.4879999999999,3034.4320000000002,179,Mississauga,City,Lower-tier
2026-05-29,C1121,Hoodie,55.49,2.0,NONE,Toronto,0,110.98,0.0,110.98,94,Toronto,City,Single-tier
2025-08-01,C1144,Hoodie,59.85,2.0,WELCOME10,London,10,119.7,11.97,107.73,395,London,City,Single-tier
2026-01-21,C1081,Running Shoes,117.26,4.0,WELCOME10,Kitchener,10,469.04,46.904,422.136,222,Kitchener,City,Lower-tier
2026-07-14,C1091,Desk Lamp,43.68,5.0,SAVE15,Ottawa,15,218.4,32.76,185.64000000000001,48,Ottawa,City,Single-tier
2025-09-10,C1072,Water Bottle,27.02,4.0,SAVE20,Ottawa,20,108.08,21.616,86.464,355,Ottawa,City,Single-tier
2025-08-01,C1126,Headphones,75.12,3.0,SAVE15,London,15,225.36,33.804,191.556,395,London,City,Single-tier
2025-10-08,C1074,Desk Lamp,36.55,3.0,WELCOME10,Waterloo,10,109.64999999999999,10.965,98.68499999999999,327,Waterloo,City,Lower-tier
2026-02-09,C1089,Water Bottle,22.99,5.0,NONE,Kitchener,0,114.94999999999999,0.0,114.94999999999999,203,Kitchener,City,Lower-tier
2025-03-22,C1089,Smartphone,632.54,1.0,SAVE15,Brampton,15,632.54,94.88099999999999,537.659,527,Brampton,City,Lower-tier
2026-05-06,C1055,Running Shoes,110.26,3.0,FREESHIP,Hamilton,0,330.78000000000003,0.0,330.78000000000003,117,Hamilton,City,Single-tier
2025-10-06,C1036,Coffee Maker,93.28,3.0,WELCOME10,Waterloo,10,279.84000000000003,27.984000000000005,251.85600000000002,329,Waterloo,City,Lower-tier
2025-09-06,C1013,Water Bottle,22.85,5.0,SAVE20,Hamilton,20,114.25,22.85,91.4,359,Hamilton,City,Single-tier
2025-04-13,C1106,Running Shoes,115.65,2.0,SAVE10,London,10,231.3,23.130000000000003,208.17000000000002,505,London,City,Single-tier
2025-05-21,C1002,Hoodie,58.78,4.0,SAVE10,Kitchener,10,235.12,23.512,211.608,467,Kitchener,City,Lower-tier
2025-07-24,C1074,Backpack,45.22,4.0,NONE,London,0,180.88,0.0,180.88,403,London,City,Single-tier
2026-08-11,C1060,Smartphone,744.01,1.0,SAVE10,Toronto,10,744.01,74.401,669.609,20,Toronto,City,Single-tier
2025-02-07,C1102,Keyboard,57.37,4.0,SAVE20,Brampton,20,229.48,45.896,183.584,570,Brampton,City,Lower-tier
2025-01-10,C1077,Keyboard,55.41,3.0,SAVE10,Waterloo,10,166.23,16.623,149.607,598,Waterloo,City,Lower-tier
2026-07-11,C1135,USB Cable,15.58,3.0,NONE,Brampton,0,46.74,0.0,46.74,51,Brampton,City,Lower-tier
2025-10-07,C1050,Keyboard,61.54,5.0,NONE,Waterloo,0,307.7,0.0,307.7,328,Waterloo,City,Lower-tier
2026-04-15,C1066,USB Cable,16.12,2.0,FREESHIP,Kitchener,0,32.24,0.0,32.24,138,Kitchener,City,Lower-tier
2026-08-05,C1050,Laptop,942.3,3.0,SAVE15,Kitchener,15,2826.8999999999996,424.0349999999999,2402.865,26,Kitchener,City,Lower-tier
2026-06-12,C1084,Water Bottle,26.51,4.0,NONE,Waterloo,0,106.04,0.0,106.04,80,Waterloo,City,Lower-tier
2025-05-24,C1123,Backpack,47.81,1.0,SAVE20,London,20,47.81,9.562000000000001,38.248000000000005,464,London,City,Single-tier
2026-01-28,C1061,Headphones,74.83,1.0,SAVE15,Brampton,15,74.83,11.224499999999999,63.6055,215,Brampton,City,Lower-tier
2026-08-20,C1147,Smartphone,735.08,3.0,SAVE15,Toronto,15,2205.2400000000002,330.786,1874.4540000000002,11,Toronto,City,Single-tier
2025-08-30,C1016,Smartphone,742.95,3.0,FREESHIP,Waterloo,0,2228.8500000000004,0.0,2228.8500000000004,366,Waterloo,City,Lower-tier
2026-02-20,C1129,Desk Lamp,43.91,3.0,SAVE20,Ottawa,20,131.73,26.346,105.38399999999999,192,Ottawa,City,Single-tier
2025-10-30,C1095,Hoodie,54.03,1.0,FREESHIP,Hamilton,0,54.03,0.0,54.03,305,Hamilton,City,Single-tier
2025-06-06,C1117,Headphones,77.94,2.0,NONE,London,0,155.88,0.0,155.88,451,London,City,Single-tier
2026-07-05,C1056,Backpack,52.75,5.0,NONE,Hamilton,0,263.75,0.0,263.75,57,Hamilton,City,Single-tier
2026-06-23,C1115,Running Shoes,116.17,5.0,SAVE10,London,10,580.85,58.08500000000001,522.765,69,London,City,Single-tier
2025-03-05,C1141,Wireless Mouse,32.57,5.0,SAVE10,Hamilton,10,162.85,16.285,146.565,544,Hamilton,City,Single-tier
2025-06-18,C1084,Water Bottle,26.78,5.0,SAVE20,Brampton,20,133.9,26.78,107.12,439,Brampton,City,Lower-tier
2026-08-21,C1126,Wireless Mouse,29.56,2.0,FREESHIP,Waterloo,0,59.12,0.0,59.12,10,Waterloo,City,Lower-tier
2026-04-10,C1034,Coffee Maker,94.51,4.0,SAVE10,Mississauga,10,378.04,37.804,340.236,143,Mississauga,City,Lower-tier
2026-07-27,C1119,Desk Lamp,42.03,5.0,SAVE10,Ottawa,10,210.15,21.015,189.135,35,Ottawa,City,Single-tier
2025-09-18,C1001,Hoodie,50.63,1.0,NONE,Hamilton,0,50.63,0.0,50.63,347,Hamilton,City,Single-tier
2026-03-10,C1089,Water Bottle,27.0,1.0,SAVE10,Waterloo,10,27.0,2.7,24.3,174,Waterloo,City,Lower-tier
2026-04-29,C1009,Coffee Maker,90.08,1.0,SAVE10,Ottawa,10,90.08,9.008000000000001,81.072,124,Ottawa,City,Single-tier
2026-03-07,C1096,Backpack,53.25,2.0,SAVE20,Mississauga,20,106.5,21.3,85.2,177,Mississauga,City,Lower-tier
2025-03-24,C1139,Desk Lamp,38.55,4.0,NONE,Kitchener,0,154.2,0.0,154.2,525,Kitchener,City,Lower-tier
2025-07-02,C1138,Running Shoes,129.48,3.0,SAVE10,Mississauga,10,388.43999999999994,38.843999999999994,349.59599999999995,425,Mississauga,City,Lower-tier
2025-08-17,C1001,Coffee Maker,88.0,2.0,FREESHIP,Toronto,0,176.0,0.0,176.0,379,Toronto,City,Single-tier
